id,instruction
GRESt-AT-044,"Bei einer Grundstücksveräußerung unter Angehörigen wird die Grunderwerbsteuer vom **tatsächlichen Kaufpreis von 250.000 Euro** berechnet, da dieser der maßgebliche Gegenleistung darstellt und nicht der höhere Verkehrswert herangezogen wird (§ 4 Abs 1 GrEStG 1970). Allerdings kann das Finanzamt bei Verdacht auf Unterversicherung eine Nachschau durchführen und den Verkehrswert überprüfen, wobei dann die Grunderwerbsteuer vom höheren Wert nachgefordert werden könnte (§ 4 Abs 2 GrEStG 1970)."
GRESt-AT-045,"Die Gegenleistung für die Grunderwerbsteuer beträgt 650.000 Euro, da neben dem Kaufpreis von 500.000 Euro auch die übernommene Hypothek von 120.000 Euro und die Zahlung für den Vorkaufsrechtsverzicht von 30.000 Euro hinzugerechnet werden, da alle drei Komponenten als Gegenleistung im Sinne der Grunderwerbsteuer zu qualifizieren sind (§ 1 Abs 1 GrESt 1970, § 2 Abs 1 GrESt 1970)."
GRESt-AT-046,"Nein, der Käufer kann den niedrigeren Gutachterwert nicht geltend machen, da die Grunderwerbsteuer auf Basis des Kaufpreises oder – falls dieser fehlt – des gemeinen Wertes nach der Grundstückswertverordnung berechnet wird, und ein privates Sachverständigengutachten die behördliche Wertermittlung nicht ersetzt; allerdings kann er gegen die Grundstückswertfestsetzung der Finanzbehörde Einspruch erheben und dabei sein Gutachten als Beweis vorlegen (§ 11 Abs 1 GrESt 1995, § 4 Abs 1 GrundStVV 2015)."
GRESt-AT-047,"Bei unentgeltlichen Erwerbungen von Grundstücken durch Schenkung beträgt die Grunderwerbsteuer einheitlich 3,5 % des Erwerbswerts, wobei es keine gestaffelten Steuersätze nach Wertgrenzen gibt – dieser Satz gilt unabhängig von der Höhe des Grundstückswerts (§ 1 Abs 1 GrEStG 1995). Allerdings gibt es Befreiungen, etwa für Schenkungen zwischen Ehegatten und Verwandten in gerader Linie bis zu bestimmten Freibeträgen (§ 4 Abs 1 GrEStG 1995)."
GRESt-AT-048,"Die Grunderwerbsteuerschuld entsteht am 20. Mai 2025 mit Erfüllung der aufschiebenden Bedingung (Erteilung der Baugenehmigung), da die Steuerschuld erst mit dem Eintritt der Bedingung und damit mit der Entstehung des vollständigen Anspruchs auf Eigentumsübertragung fällig wird (§ 1 Abs 1 GrESt 1987 i.V.m. § 6 Abs 2 BAO)."
GRESt-AT-049,"Bei einem Anteilswechsel von 75% innerhalb von 5 Jahren liegt eine Betriebsstättenverlagerung vor, wodurch die GmbH als solche Steuerschuldner bleibt, aber eine Betriebsstätte im Sinne der Besteuerung neu begründet wird; die neuen Gesellschafter werden als Betriebsstätteneigentümer behandelt. (§ 1 Abs 1 KStG 1988, § 5 Abs 1 EStG 1988)"
GRESt-AT-050,"Der Erwerbsvorgang muss innerhalb von **30 Tagen nach Rechtswirksamkeit** des Kaufvertrags, also bis spätestens **12. Mai 2025**, dem Finanzamt angezeigt werden (§ 1 Abs 1 GrEStG 1987)."
GRESt-AT-051,"Die Grunderwerbsteuer muss grundsätzlich vom Finanzamt festgesetzt werden; eine Selbstberechnung durch den Steuerpflichtigen ist nicht vorgesehen. Der Steuerpflichtige hat jedoch die Anmeldung der steuerpflichtigen Vorgänge innerhalb von vier Wochen nach Vertragsabschluss dem Finanzamt zu erklären, woraufhin das Finanzamt die Steuer festsetzt (§ 1 Abs 1 und § 9 GrESt 1987)."
GRESt-AT-052,"Der Notar muss die Selbstberechnungserklärung der zuständigen Finanzbehörde (Finanzamt) abgeben, wobei die Abgabe elektronisch über die Plattform FinanzOnline oder in Papierform erfolgt (§ 11 Abs 1 GrEStG 1995, § 131 BAO)."
GRESt-AT-053,"Die Anmeldung der Grunderwerbsteuer muss innerhalb von 30 Tagen nach Entstehung der Steuerschuld, also bis spätestens 7. April 2025, eingereicht und die Steuer bezahlt werden (§ 13 Abs 1 GrEStG 1987). Der Erwerber haftet als Schuldner der Grunderwerbsteuer, wobei der Veräußerer als Gesamtschuldner haftet, wenn die Steuer nicht rechtzeitig bezahlt wird (§ 6 Abs 1 und § 7 GrEStG 1987)."
GRESt-AT-054,"Rechtsanwälte und Notare müssen die im Rahmen der Selbstberechnung erstellten Unterlagen sieben Jahre aufbewahren, wobei diese Frist mit dem Ende des Jahres beginnt, in dem die Unterlagen entstanden sind (§ 132 Abs 1 BAO). Die Aufbewahrungspflicht entfällt, wenn die Unterlagen dem Finanzamt bereits vorgelegt wurden oder wenn eine schriftliche Bestätigung des Finanzamts vorliegt, dass die Aufbewahrung nicht mehr erforderlich ist (§ 132 Abs 3 BAO)."
GRESt-AT-055,"Der Erwerber selbst muss dem Finanzamt die Meldung erteilen, wenn er mindestens 75% der Stimmrechte an einer börsennotierten Gesellschaft erwirbt, wobei die Meldung innerhalb von zwei Wochen nach Erwerb erfolgen muss (§ 5 Abs 1 Übernahmekodex bzw. § 1 Abs 1 Meldeverordnung 2018)."
GRESt-AT-056,"Die bereits bezahlte Grunderwerbsteuer kann grundsätzlich nicht zurückgefordert werden, da die Steuerschuld mit Abschluss des Vertrages entstanden ist und durch die nachträgliche Rückgängigmachung nicht rückwirkend entfällt; eine Ausnahme besteht nur, wenn der Vertrag von Anfang an nichtig war oder innerhalb der Fristen des Grunderwerbsteuergesetzes ein Rückgängigmachungsvertrag abgeschlossen wird, der selbst steuerpflichtig ist (§ 1 Abs 1 GrEStG 1995, § 7 GrEStG 1995)."
GRESt-AT-057,"Mit 1. Juli 2025 tritt die neue Bestimmung in Kraft, dass bei der Anteilsvereinigung die Beteiligten die Anwendung der Fusionsbesteuerung wählen können, statt zwingend die Buchwertmethode anwenden zu müssen (§ 9 Abs 8 UmgrStG 2020 in der Fassung des Steuersenkungsgesetzes 2024). Gleichzeitig entfällt die bisherige zwingende Anwendung der Buchwertmethode gemäß § 9 Abs 8 UmgrStG 2020 in der alten Fassung."
GRESt-AT-058,"Nein, dieser Anteilserwerb löst keine Grunderwerbsteuer aus, da der Investor bereits vor dem Erwerb der zusätzlichen 5% über 75% der Anteile verfügte und somit die Befreiung für Anteilserwerbe durch Gesellschafter mit qualifizierter Beteiligung anwendbar ist. (§ 1 Abs 3a GrEStG 1970)"
GRESt-AT-059,"Die geänderten Selbstberechnungsregeln aus dem Bundesgesetzblatt I Nr. 97/2025 treten mit 1. Jänner 2026 in Kraft, sofern keine abweichende Bestimmung im Gesetz selbst vorgesehen ist. (BGBl. I Nr. 97/2025)"
GRESt-AT-060,"Die Abgabenerklärung für die österreichische Erbschaftsteuer muss innerhalb von drei Monaten nach Kenntnis von Todes- und Erbfall eingereicht werden, wobei die Frist spätestens ein Jahr nach dem Todesfall endet; das Europäische Nachlasszeugnis vom 10. März 2025 dokumentiert zwar die Erbfolge, ändert aber nichts an dieser Fristberechnung, die vom Todestag des Erblassers ausgeht (§ 4 Abs 1 ErbStG 1955, § 9 Abs 1 BAO)."
GRESt-AT-061,"Nein, die Grunderwerbsteuer ist nicht abzuführen, da mit dem Tod des Eigentümers vor Vertragsabschluss kein steuerbarer Erwerbsvorgang gemäß Grunderwerbsteuergesetz vorliegt – der Sohn erwirbt das Grundstück vielmehr durch Erbschaft, die von der Grunderwerbsteuer befreit ist (§ 1 Abs 3 Z 1 GrEStG 1970). Sollte der Sohn das Grundstück später veräußern, fällt die Grunderwerbsteuer erst bei diesem Verkauf an."
GRESt-AT-062,"Die Veräußerung der Agrarflächen 80% unter Marktwert ist mit der tatsächlich vereinbarten Gegenleistung zu bewerten, da eine Unterbewertung nicht zu einer Neubewertung führt, solange keine Gestaltungsmissbrauchsabsicht vorliegt (§ 4 Abs 1 GrESt 1987). Das Hofhaus unterliegt als bebautes Grundstück ebenfalls der Grunderwerbssteuer auf Basis des vereinbarten Kaufpreises, wobei die Wertminderung durch die drohende Enteignung bei der Preisbildung berücksichtigt werden kann (§ 1 Abs 1 GrESt 1987). Eine Befreiung von der Grunderwerbssteuer besteht nicht, da weder eine Enteignung bereits stattgefunden hat noch eine Ausnahmeregelung für Familienveräußerungen im österreichischen Grunderwerbsteuerrecht vorgesehen ist (§ 3 GrESt 1987)."
GRESt-AT-063,"Die unentgeltliche Vermachung eines Grundstücks an den Ehemann ist von der Erbschaftsteuer befreit, da Ehegatten als Steuerbefreiungsempfänger gelten und daher keine Erbschaftsteuer anfällt. (§ 3 Abs 1 Z 1 ErbStG 1955)"
GRESt-AT-064,"Ein Superädifikat gilt nach österreichischem Recht als Grundstück im Sinne des Grunderwerbsteuergesetzes, da es eine selbstständige und dauerhafte Anlage auf fremdem Grund darstellt und als solches im Grundbuch eingetragen werden kann; die Grunderwerbsteuer ist daher auf die Übertragung eines Superädifikats zu entrichten (§ 1 Abs 1 GrEStG 1987, § 2 Abs 1 GrEStG 1987)."
GRESt-AT-065,"Bei einer Aufteilung eines gemeinsamen Grundstücks unter Miteigentümern entsprechend ihren bisherigen Bruchteilen liegt keine steuerpflichtige Veräußerung vor, da jeder Miteigentümer lediglich seinen bereits bestehenden Eigentumsanteil in Natur erhält und somit keine Bereicherung eintritt. Grunderwerbsteuer ist daher nicht zu erheben (§ 1 Abs 1 GrESt 1987, § 6 Abs 1 Z 1 GrESt 1987)."
GRESt-AT-066,"Der Erwerb eines Grundstücks zur Erfüllung eines Pflichtteilsanspruches gilt nicht als unentgeltlich, sondern als entgeltlicher Erwerb, da eine Gegenleistung (Erfüllung der Schuld) vorliegt; dies führt zu Grunderwerbsteuer, wobei die Gegenleistung mit dem Verkehrswert des Grundstücks zu bewerten ist. (§ 1 Abs 1 GrESt 1970, § 4 Abs 1 GrESt 1970)"
GRESt-AT-067,"Der Meistbieter ist als Erwerber des Grundstücks der Steuerschuldner der Grunderwerbsteuer, da durch den Zuschlag bei der Zwangsversteigerung ein entgeltlicher Grundstückserwerb vorliegt. (§ 1 Abs 1 GrESt 1987, § 4 GrESt 1987)"
GRESt-AT-068,"Nein, die Grunderwerbsteuer wird in diesem Fall nach dem **maßgebenden Grundstückswert** berechnet, nicht nach dem tatsächlich gezahlten niedrigeren Kaufpreis, da das Finanzamt bei Vorliegen eines Missverhältnisses zwischen Kaufpreis und Verkehrswert zur Wertfeststellung berechtigt ist (§ 14 Abs 1 GrESt 1987)."
GRESt-AT-069,"Der Verkauf eines Einfamilienhauses durch schriftlichen Kaufvertrag unterliegt der Grunderwerbsteuer, da der Vertrag unmittelbar den Anspruch auf Übereignung begründet und damit ein steuerbarer Vorgang vorliegt. Steuerschuldner ist der Käufer als Erwerber des Grundstücks. (§ 1 Abs 1 GrESt 1995, § 10 Abs 1 GrESt 1995)"
GRESt-AT-070,"Ja, die Abtretung des Anspruchs auf Übereignung ist bereits grunderwerbsteuerpflichtig, da der Anspruch auf Übereignung eines Grundstücks als Grundstück im Sinne der Grunderwerbsteuer behandelt wird und die Abtretung eines solchen Anspruchs eine entgeltliche Veräußerung darstellt. (§ 1 Abs 1 und § 2 Abs 1 GrESt 1987)"
GRESt-AT-071,"Nein, der Verkauf eines ausschließlich in Italien gelegenen Grundstücks ist nach dem österreichischen GrEStG 1987 nicht steuerbar, da die Grunderwerbsteuer nur auf Grundstücke im Inland (Österreich) anwendbar ist. (§ 1 Abs 1 GrEStG 1987)"
GRESt-AT-072,"Bei einer unentgeltlichen Schenkung einer Liegenschaft ist nach dem Grunderwerbsteuergesetz der **Verkehrswert** der Liegenschaft als Bemessungsgrundlage heranzuziehen, da dieser den wirtschaftlichen Wert der Gegenleistung darstellt, auch wenn keine tatsächliche Gegenleistung erbracht wird (§ 4 Abs 1 GrEStG 1995)."
GRESt-AT-073,"Die Teilung ist nur insoweit steuerfrei, als sie dem Verhältnis der bisherigen Miteigentumsanteile entspricht; der Miteigentümer, der das wertvollere Grundstück erhält, muss für den Wertüberschuss eine Gegenleistung erbringen oder es liegt eine entgeltliche Veräußerung vor, die der Grunderwerbsteuer unterliegt. (§ 1 Abs 3 Z 1 GrEStG 1970, § 6 Abs 1 GrEStG 1970)"
GRESt-AT-074,"Der Erwerb eines Grundstücks von einer Gemeinde ist grundsätzlich nicht steuerfrei, da die Grunderwerbsteuer auf alle Grundstückserwerbe anfällt, unabhängig davon, ob der Veräußerer eine öffentliche oder private Person ist. Eine Ausnahme besteht nur, wenn die Übertragung unter die Befreiung für Maßnahmen der Raumordnung und Stadtentwicklung fällt, was jedoch spezifische Voraussetzungen erfordert und im Einzelfall zu prüfen ist (§ 1 Abs 1 GrESt 1970, § 3 Abs 1 Z 1 GrESt 1970)."
GRESt-AT-075,"Ja, der Grundstückserwerb im Rahmen eines behördlichen Zusammenlegungsverfahrens ist grunderwerbsteuerfrei, da es sich um eine Umschreibung im Grundbuch ohne entgeltliche Gegenleistung handelt und die Neuordnung hoheitlich angeordnet ist. (§ 1 Abs 1 GrESt 1970, § 3 Abs 1 Z 1 GrESt 1970)"
GRESt-AT-076,"Nein, die Maschine gehört nicht automatisch zum Grundstück für Zwecke der Grunderwerbsteuer. Eine fest installierte Produktionsmaschine ist nur dann Bestandteil des Grundstücks, wenn sie nach zivilrechtlichen Grundsätzen wesentlicher Bestandteil geworden ist; dies ist bei Produktionsmaschinen regelmäßig nicht der Fall, da sie ihrer Natur nach austauschbar sind und nicht der Substanz des Grundstücks dienen (§ 1 Abs 1 GrEStG 1987 i.V.m. § 297 ABGB)."
GRESt-AT-077,"Ja, das ist grunderwerbsteuerlich relevant, da die Grunderwerbsteuer auch auf den Erwerb wirtschaftlichen Eigentums an inländischen Grundstücken anfällt, nicht nur auf den Erwerb des formellen Eigentums – entscheidend ist die tatsächliche Verfügungsmacht und wirtschaftliche Nutzungsberechtigung (§ 1 Abs 1 GrEStG 1970 i.V.m. § 1 Abs 3 GrEStG 1970, wonach auch Verträge über die Überlassung von Grundstücken zur Nutzung erfasst werden)."
GRESt-AT-078,"Nein, es fällt keine Grunderwerbsteuer an, da die Grunderwerbsteuer nur bei entgeltlichen Rechtsgeschäften anfällt, die einen Anspruch auf Übereignung eines Grundstücks begründen – ohne vorhergehendes Rechtsgeschäft liegt kein steuerbares Ereignis vor. (§ 1 Abs 1 GrEStG 1970)"
GRESt-AT-079,"Ja, auch der bloße Rechtserwerb aus einem bestehenden Kaufanbot unterliegt der Grunderwerbsteuer, da die Grunderwerbsteuer auf den Erwerb von Grundstücken und grundstücksgleichen Rechten abzielt und nicht an die Form des Rechtserwerbs gebunden ist; entscheidend ist, dass durch einen Rechtsvorgang ein Grundstück auf den Erwerber übergeht, unabhängig davon, ob ein separater Vertrag geschlossen wurde oder die Rechte unmittelbar aus einem bestehenden Anbot übergehen (§ 1 Abs 1 GrESt 1995, § 2 Abs 1 GrESt 1995)."
GRESt-AT-080,"Nein, die Zahlung an den Dritten für den Verzicht auf dessen Interesse am Grundstück gehört nicht zur grunderwerbsteuerlichen Gegenleistung, da sie nicht unmittelbar für den Erwerb des Grundstücks selbst erbracht wird, sondern eine separate Entschädigung für die Beseitigung eines Erwerbshindernisses darstellt und daher außerhalb des Leistungsaustauschs zwischen Käufer und Verkäufer liegt (§ 1 Abs 1 GrEStG 1995)."
GRESt-AT-081,"Ja, die Grunderwerbsteuer kann auf Antrag nicht festgesetzt werden, wenn der Kaufvertrag aufgehoben wird und dadurch der Erwerbsvorgang vollständig entfällt, da die Steuerentstehungsvoraussetzungen nachträglich wegfallen und eine Steuerfestsetzung nur bei Vorliegen eines steuerpflichtigen Vorgangs erfolgt (§ 1 Abs 1 GrESt 1987, § 130 BAO)."
VAT-INTL-001,"Eine sonstige Leistung ist jede Leistung, die keine Lieferung von Waren darstellt, insbesondere die Erbringung von Dienstleistungen gegen Entgelt, wobei das Leistungsentgelt der Umsatzsteuer unterliegt. (§ 3 Abs 7 UStG 1994)"
VAT-INTL-002,"Sonstige Leistungen sind alle Leistungen, die keine Lieferungen von Gegenständen darstellen, insbesondere Dienstleistungen, Nutzungsüberlassungen (z.B. Miete, Lizenzgebühren) und sonstige Tätigkeiten gegen Entgelt. (§ 3a Abs 1 UStG 1994)"
VAT-INTL-003,"Sonstige Leistungen gegen Entgelt werden Lieferungen von Gegenständen, Leistungen im Zusammenhang mit unbeweglichem Vermögen, die Überlassung von Gegenständen zur Benützung sowie Nebenleistungen gleichgestellt, wenn sie von einem Unternehmer im Rahmen seines Unternehmens erbracht werden (§ 3 Abs 7 UStG 1994). Darüber hinaus gelten auch Leistungen, die eng mit der Lieferung von Gegenständen verbunden sind, wie Montage, Installation oder Schulung, als sonstige Leistungen gegen Entgelt (§ 3a UStG 1994)."
VAT-INTL-004,"Die Verwendung eines dem Unternehmen zugeordneten Gegenstandes für private Zwecke oder für den Bedarf des Personals gilt als sonstige Leistung, wenn diese Verwendung nicht dem Betriebszweck entspricht und eine entgeltliche Gegenleistung fehlt oder nicht dem Wert entspricht (§ 3 Abs 9 UStG 1994). Dies ist insbesondere relevant, wenn Betriebsmittel privat genutzt werden oder dem Personal unentgeltlich zur Verfügung gestellt werden, da dies als Leistung gegen Entgelt behandelt wird, die der Umsatzsteuer unterliegt."
VAT-INTL-005,"Die unentgeltliche Erbringung anderer sonstiger Leistungen für private Zwecke oder den Bedarf des Personals gilt als steuerbare Leistung, wenn sie vom Unternehmer für sich selbst oder sein Personal erbracht wird und einen wirtschaftlichen Wert darstellt, wobei eine Gegenleistung fehlt (§ 6 Abs 1 Z 4 UStG 1994). Dies ist insbesondere dann der Fall, wenn solche Leistungen normalerweise gegen Entgelt erbracht werden und der Unternehmer sie unentgeltlich in Anspruch nimmt oder zur Verfügung stellt (§ 6 Abs 1 Z 4 lit. a UStG 1994)."
VAT-INTL-006,"Ein tauschähnlicher Umsatz liegt vor, wenn Leistungen ohne Zahlung eines Geldentgelts ausgetauscht werden, also wenn der Unternehmer Waren oder Dienstleistungen gegen andere Waren oder Dienstleistungen (nicht gegen Geld) abgibt und dies als Entgelt für eine empfangene Leistung gilt. Dies ist insbesondere relevant, wenn kein echtes Tauschgeschäft vorliegt, aber wirtschaftlich eine gegenseitige Leistung stattfindet, die der Besteuerung unterliegt (§ 1 Abs 1 Z 1 UStG 1994, § 6 Abs 1 UStG 1994)."
VAT-INTL-007,"Die Überlassung eines gleichartigen Gegenstandes anstelle des herzustellenden Gegenstandes gilt als sonstige Leistung, wenn der Unternehmer dem Auftraggeber einen anderen Gegenstand von gleicher Art und Güte zur Verfügung stellt, statt den ursprünglich vereinbarten Gegenstand herzustellen oder zu liefern. Dies ist eine Leistung, die nicht unter die klassische Lieferung fällt und wird als Entgelt für die Überlassung von Gegenständen besteuert (§ 3 Abs 7 UStG 1994, § 6 Abs 1 Z 1 UStG 1994)."
VAT-INTL-008,"Als Entgelt für eine sonstige Leistung im Sinne eines tauschähnlichen Umsatzes gilt jede Gegenleistung in Geld oder Geldwert, die der Leistungsempfänger erbringt, wobei auch unentgeltliche oder teilentgeltliche Leistungen unter bestimmten Voraussetzungen als Umsätze behandelt werden können. Entscheidend ist, dass zwischen Leistung und Gegenleistung ein wirtschaftlicher Zusammenhang besteht und die Leistung im Rahmen einer wirtschaftlichen Tätigkeit erbracht wird. (§ 1 Abs 1 Z 1 und § 6 Abs 1 Z 1 UStG 1994)"
VAT-INTL-009,"Eine Werkleistung ist eine Leistung, bei der sich der Unternehmer zur Herstellung eines Werkes verpflichtet und das Entgelt nach dem Erfolg des Werkes bemessen wird, wobei das Risiko einer mangelhaften oder fehlgeschlagenen Leistung beim Unternehmer liegt. Im Unterschied zur Dienstleistung ist für die Werkleistung charakteristisch, dass ein abgrenzbares Endergebnis geschuldet wird und der Auftraggeber erst bei Fertigstellung und Abnahme des Werkes zur Zahlung verpflichtet ist. (§ 1168 ABGB, § 4 Abs 1 UStG 1994)"
VAT-INTL-010,"Ja, eine sonstige Leistung kann auch ohne aktives Tun des Unternehmers vorliegen, etwa wenn dieser bloß duldet oder zulässt, dass Dritte seine Betriebsmittel nutzen, oder wenn die Leistung in einer Unterlassung besteht. Entscheidend ist nicht die aktive Handlung, sondern dass eine wirtschaftliche Gegenleistung für eine Leistung erbracht wird (§ 6 Abs 1 Z 2 UStG 1994)."
VAT-INTL-011,"Eine Lieferung ist die Übertragung der Verfügungsbefugnis über eine körperliche Sache, während sonstige Leistungen alle anderen Leistungen gegen Entgelt sind, insbesondere Dienstleistungen und die Überlassung von Rechten (§ 3 Abs 1 und 2 UStG 1994). Die Abgrenzung ist entscheidend, da beide Leistungsarten unterschiedliche Steuersätze und Ort-der-Leistung-Regeln haben können."
VAT-INTL-012,"Eine unentgeltliche sonstige Leistung gilt als entgeltlich, wenn der Leistungsempfänger dem Leistenden einen wirtschaftlichen Vorteil gewährt oder sich verpflichtet, einen solchen zu gewähren, wobei auch mittelbare Gegenleistungen ausreichen (§ 6 Abs 1 Z 1 UStG 1994). Entscheidend ist, dass zwischen Leistung und Gegenleistung ein wirtschaftlicher Zusammenhang besteht, unabhängig davon, ob dieser zeitlich unmittelbar erfolgt oder ob die Gegenleistung in Geld oder anderen Werten besteht (§ 6 Abs 1 UStG 1994)."
VAT-INTL-013,"Ja, ein tauschähnlicher Umsatz liegt vor, wenn Leistungen ohne Geldvergütung ausgetauscht werden; diese sind als Entgelt in Form von Gegenleistungen zu bewerten und unterliegen der Umsatzsteuer zum Zeitpunkt der Leistungserbringung. (§ 1 Abs 1 Z 1 UStG 1994, § 10 Abs 1 UStG 1994)"
VAT-INTL-014,"Der Grafikdesigner erzielt Betriebseinkünfte aus selbstständiger Tätigkeit in Höhe des gemeinen Wertes des erhaltenen Laptops, da eine Sachleistung als Gegenleistung für eine Dienstleistung vorliegt und der Wert dieser Sachleistung als Umsatz zu bewerten ist. (§ 1 Abs 1 UStG 1994, § ÖStP 6 Abs 1 Z 1 EStG 1988)"
VAT-INTL-015,"Der Fotograf erbringt eine Leistung (Fotografie) und erhält als Gegenleistung Mahlzeiten, was einer Tauschleistung entspricht – diese ist mit dem gemeinen Wert der erhaltenen Mahlzeiten als Umsatzerlös zu bewerten und unterliegt der Umsatzsteuer. (§ 1 Abs 1 UStG 1994, § 6 Abs 1 Z 1 UStG 1994)"
VAT-INTL-016,"Die Leistung des Schneiders ist als Herstellung einer beweglichen Sache (Lieferung des fertigen Anzugs) zu beurteilen, nicht als Werkleistung, da der Schneider eine bereits vorhandene Sache aus seinem Bestand abgibt und nicht das vom Kunden übergebene Material verarbeitet – dies führt zu einer Lieferung mit Umsatzsteuer nach dem regulären Steuersatz statt einer begünstigten Werkleistung (§ 6 Abs 1 Z 2 UStG 1994, § 10 Abs 1 Z 1 UStG 1994)."
VAT-INTL-017,"Es liegt eine Werklieferung vor, da der Tischler Material (Holz) des Kunden verarbeitet und dafür einen Werklohn erhält – der bereits produzierte Tisch aus dem Lager ist irrelevant, da die Leistung in der Verarbeitung des Kundenmaterials besteht. Der steuerpflichtige Umsatz umfasst nur den Werklohn, nicht den Wert des verarbeiteten Materials des Kunden (§ 1 Abs 1 Z 1 UStG 1994, § 6 Abs 1 Z 2 UStG 1994)."
VAT-INTL-018,"Der Eventmanager muss beurteilen, ob er als Vermittler (Reverse-Charge-Regelung) oder als Leistungserbringer tätig wird: Handelt er nur als Vermittler ohne eigene Leistung, unterliegt die Catering-Leistung der Reverse-Charge-Regelung und wird beim Leistungsempfänger besteuert; erbringt er hingegen eine eigenständige Organisationsleistung, schuldet er selbst Umsatzsteuer auf seine Vermittlungs-/Organisationsgebühr (§ 19 Abs 1 UStG 1994, § 6 Abs 1 Z 4 UStG 1994)."
VAT-INTL-019,"Der Unternehmer erbringt eine Makler- oder Vermittlungsleistung, die als eigene Leistungserbringung zu behandeln ist und der Umsatzsteuer unterliegt; die Weitergabe der IT-Dienstleistung ist eine steuerpflichtige Leistung, bei der der Unternehmer als Leistungserbringer gilt und die Vorsteuer aus der Beschaffung geltend machen kann (§ 1 Abs 1 UStG 1994, § 9 UStG 1994)."
VAT-INTL-020,"Das Reisebüro erbringt eine Vermittlungsleistung, die als eigenständige Leistung mit dem regulären Umsatzsteuersatz zu besteuern ist, sofern es nicht als Reiseveranstalter im Sinne der Reverse-Charge-Regelung tätig wird; handelt es sich um eine echte Vermittlung, unterliegt nur die Vermittlungsprovision der Umsatzsteuer im Inland (§ 6 Abs 1 Z 5 UStG 1994, § 10 Abs 1 Z 5 UStG 1994)."
VAT-INTL-021,"Der Ort der Leistung ist Österreich (Wien), da es sich um eine Dienstleistung handelt, die an einen Privatverbraucher erbracht wird, und maßgeblich ist der Ort, an dem der Verbraucher seinen Wohnsitz hat. (§ 6 Abs 1 Z 5 UStG 1994 i.V.m. § 6 Abs 1 Z 5 lit. a UStG 1994)"
VAT-INTL-022,"Der steuerliche Leistungsort für Mobilfunkleistungen an eine Privatperson ist der Ort bestimmt, an dem die Person ihren gewöhnlichen Aufenthaltsort hat, und da der Kunde sich seit 8 Monaten durchgehend in Innsbruck aufhält, liegt der Leistungsort in Österreich (§ 3 Abs 1 Z 6 UStG 1994 i.V.m. § 3a UStG 1994). Dies führt dazu, dass die Leistung der österreichischen Umsatzsteuer unterliegt, unabhängig davon, dass kein gemeldeter Wohnsitz vorliegt, da die tatsächliche Nutzung und der gewöhnliche Aufenthaltsort maßgeblich sind."
VAT-INTL-023,"Nein, das Wohnsitzprinzip für elektronische Dienstleistungen an Nichtunternehmer gilt hier nicht, da Cloud-Speicherplatz als Dienstleistung an ein Unternehmen (GmbH) erbracht wird und daher die Reverse-Charge-Regelung mit Leistungsort im Inland anwendbar ist. Für B2B-Leistungen gilt grundsätzlich der Ort der tatsächlichen Geschäftstätigkeit des Empfängers, nicht das Wohnsitzprinzip. (§ 6 Abs 1 Z 4 UStG 1994, § 19 Abs 1 UStG 1994)"
VAT-INTL-024,"Der steuerliche Leistungsort für Telekommunikationsleistungen an eine Privatperson ist der Ort, an dem die Person ihren gewöhnlichen Aufenthaltsort hat, nicht der Ort der tatsächlichen Nutzung; da die Privatperson ihren Wohnsitz in Österreich behält, ist der Leistungsort Österreich, auch wenn das Handy ausschließlich in den USA genutzt wird (§ 3g Abs 1 UStG 1994 i.V.m. § 3h UStG 1994)."
VAT-INTL-025,"Die Vermietung von körperlichen Gegenständen gilt als an dem Ort ausgeführt, an dem sich der Gegenstand tatsächlich befindet oder während der Leistungserbringung befindet – in diesem Fall also in Brasilien, weshalb die Leistung außerhalb des EU-Territoriums erbracht wird und grundsätzlich nicht der österreichischen Umsatzsteuer unterliegt. (§ 6 Abs 1 Z 2 UStG 1994, Art. 44 MwStSystRL 2006/112/EG)"
VAT-INTL-026,"Der Ort der Leistung für Beratungsleistungen eines österreichischen Rechtsanwalts an eine in der Schweiz ansässige Privatperson befindet sich am Ort, wo der Leistungsempfänger seinen Wohnsitz hat, also in der Schweiz, weshalb die Leistung umsatzsteuerfrei ist. (§ 6 Abs 1 Z 5 UStG 1994, § 3a UStG 1994)"
VAT-INTL-027,"Die Rechtsberatung ist in Österreich steuerbar, da die Leistung an einen Ort außerhalb der EU erbracht wird und gemäß dem Ort der tatsächlichen Ausführung der Dienstleistung zu beurteilen ist; da der Rechtsanwalt in Österreich tätig ist und die Leistung von dort aus erbracht wird, unterliegt sie der österreichischen Umsatzsteuer mit dem österreichischen Steuersatz (§ 6 Abs 1 Z 1 UStG 1994, § 19 Abs 1 UStG 1994)."
VAT-INTL-028,"Als Nichtunternehmer gilt im Sinne der Bestimmungen über den Ort der sonstigen Leistung jede natürliche Person, die nicht als Unternehmer tätig ist, sowie juristische Personen des öffentlichen Rechts, soweit sie nicht als Unternehmer handeln. Maßgeblich ist, ob die Person oder Institution wirtschaftliche Tätigkeiten selbstständig und regelmäßig gegen Entgelt ausübt oder nicht (§ 6 Abs 1 Z 1 UStG 1994, § 1 Abs 1 UStG 1994)."
