id,prompt
VAT-DOM-049,"Ein österreichischer Veredler bearbeitet Ware für eine „XYZ GmbH, Zweigniederlassung Wien“ einer deutschen Unternehmensgruppe. Die Zweigniederlassung hat das Umsatzgeschäft im eigenen Namen abgeschlossen; nach der Bearbeitung wird die Ware in die Schweiz verbracht. Ist die Zweigniederlassung ein ausländischer Auftraggeber?"
VAT-DOM-050,Ein Unternehmer bearbeitet Waren für einen französischen Auftraggeber und exportiert sie anschließend in das Drittlandsgebiet. Alle materiellen Voraussetzungen sind erfüllt; der Unternehmer kann jedoch weder die Zuordnung der Ware zum Auftrag noch die Ausfuhrvorgänge in seinen Büchern nachweisen. Kann er sich auf § 8 berufen?
VAT-DOM-051,"Ein Unternehmen vermietet ein Wasserfahrzeug, das ausschließlich für touristische Ausflugsfahrten auf Binnengewässern und gelegentliche Eventcharter eingesetzt wird. Der Unternehmer beruft sich auf die Steuerbefreiung für Umsätze für die Seeschiffahrt. Fällt die Vercharterung unter § 9?"
VAT-DOM-052,"Eine Küstenfischerei bestellt für ihre Trawler Lebensmittel und Getränke als Bordproviant, die direkt an Bord geliefert werden. Kann der Lieferant die Befreiung nach § 9 Abs. 1 Z 3 in Anspruch nehmen?"
VAT-DOM-053,"Ein Hafenserviceunternehmen übernimmt während eines technischen Notfalls die Notstromversorgung und Kühlstabilisierung der Ladung eines Frachtschiffes. Es liefert keine Ausrüstung des Schiffs, sondern erbringt nur diese Leistung an Bord. Ist das nach § 9 befreit?"
VAT-DOM-054,"Ein Luftfahrzeug wird an eine Airline vermietet, deren entgeltlicher Flugbetrieb zu 62 % aus grenzüberschreitenden Beförderungen besteht und zu 38 % aus Inlandscharter. Die Airline fliegt nicht ausschließlich auf Auslandsstrecken. Greift die Befreiung für Umsätze für die Luftfahrt?"
VAT-DOM-055,"Dasselbe Luftfahrzeug wird an eine Airline vermietet, die die sachlichen Voraussetzungen des § 9 Abs. 2 Z 1 erfüllt. Der Vermieter hat aber keine buchmäßigen Nachweise über die Voraussetzungen geführt; sonst sind alle Tatsachen unstrittig. Ist die Befreiung anwendbar?"
VAT-DOM-056,"Ein Verlag verkauft eine gedruckte Wochenzeitung, die zwar mehrere Anzeigen und Werbeseiten enthält, aber ansonsten als klassische periodische Druckschrift erscheint. Es wird ein einheitlicher Preis verlangt. Unterliegt die Lieferung dem 10%-Satz?"
VAT-DOM-057,"Ein Unternehmer liefert eine elektronische Fachpublikation per Download. Die Datei besteht überwiegend aus Text und Grafiken, enthält aber zusätzlich kurze eingebettete Videoclips; Werbezwecke verfolgt sie nicht. Ist der 10%-Satz anwendbar?"
VAT-DOM-058,Ein Hotel stellt einem Gast ein Zimmer zur Beherbergung zur Verfügung. Das Frühstück wird auf der Rechnung gesondert ausgewiesen und ist nicht im Beherbergungsentgelt enthalten. Greift für das Frühstück der 10%-Satz aus § 10 Abs. 2 Z 3 lit. c?
VAT-DOM-059,"Ein Museum berechnet für den Besuch seiner Dauerausstellung zusätzlich einen Audioguide, der nur die im Museum präsentierten Werke erläutert. Ist diese Leistung als regelmäßig mit dem Betrieb eines Museums verbundene Leistung dem ermäßigten Steuersatz zugeordnet?"
VAT-DOM-060,Eine Fluglinie verkauft einzelne Tickets für einen Sightseeing-Rundflug mit einem Luftverkehrsfahrzeug; die Strecke beginnt und endet am selben Flughafen. Welche Umsatzsteuer ist nach § 10 anzuwenden?
VAT-DOM-061,"Ein Museum mit gemeinnützigem Bildungsauftrag lässt aus einem Drittstaat historische Manuskripte, Modelle und wissenschaftliche Demonstrationsobjekte einführen. Die Manuskripte werden dem Museum unentgeltlich von einer ausländischen Universität überlassen. Die Modelle werden zu einem symbolischen Kaufpreis von einem Unternehmer im Drittstaat erworben. Die Demonstrationsobjekte stammen aus einer unentgeltlichen Überlassung durch eine Privatperson. Sämtliche Gegenstände sind ausschließlich für eine öffentlich zugängliche Lehr und Forschungsausstellung bestimmt. Es ist zu bestimmen, für welche Teilmengen der Sendung die Einfuhrbefreiung eingreift."
VAT-DOM-062,"Ein Unternehmer verbringt eine Maschine aus dem Inland in einen Drittstaat, verwendet sie dort nicht weiter und führt sie später unverändert wieder ein. Bei der ursprünglichen Ausfuhr wurde die Maschine im Rahmen einer steuerfreien Ausfuhrlieferung behandelt. Nach der Wiedereinfuhr wird die Maschine wieder in den Betrieb eingegliedert. Streitig ist nicht die Rückkehr als solche, sondern ob die frühere umsatzsteuerliche Behandlung der Ausfuhr der Rückwarenbefreiung entgegensteht."
VAT-DOM-063,"Ein Unternehmen führt Spezialformen aus einem Drittstaat zur vorübergehenden Verwendung ein. Mit ihnen werden im Inland Präzisionsteile produziert. Ein Teil dieser Präzisionsteile wird unmittelbar an Abnehmer im Drittland ausgeführt. Ein anderer Teil wird zunächst in Österreich gelagert, um später möglicherweise ebenfalls exportiert zu werden. Die Zollanmeldung stützt sich auf die Begünstigung für die vorübergehende Verwendung. Zu beurteilen ist, ob bereits die bloße Zwischenlagerung eines Teils der hergestellten Gegenstände im Inland die Befreiung scheitern lässt."
VAT-DOM-064,"Eine humanitäre Organisation importiert aus einem Drittstaat Rollstühle, Blindenhilfsmittel und Kommunikationsgeräte für Menschen mit Behinderung. Die Organisation finanziert den Ankauf teilweise aus Spenden und teilweise aus Eigenmitteln; die Gegenstände werden aber sämtlich gegen Entgelt vom ausländischen Lieferanten erworben. Im Inland sollen sie vollständig unentgeltlich an Bedürftige abgegeben werden. Zu klären ist, auf welcher Ebene die Unentgeltlichkeit rechtlich relevant ist."
VAT-DOM-065,"Eine 21 jährige Reisende bringt bei einer gelegentlichen Einreise aus einem Drittstaat im persönlichen Gepäck 40 Zigaretten, 20 Zigarillos, 10 Zigarren und 100 g Rauchtabak mit. Zusätzlich führt sie 0,5 Liter Alkohol mit mehr als 22 % vol und 1 Liter Alkohol mit höchstens 22 % vol mit. Die Waren sind ausschließlich für den Eigenverbrauch bestimmt. Zu beurteilen ist nicht nur, ob einzelne Höchstmengen unterschritten werden, sondern ob die Kombinationen jeweils insgesamt innerhalb der zulässigen Freimengen bleiben."
VAT-DOM-066,"Ein im Grenzgebiet wohnender Arbeitnehmer kehrt regelmäßig täglich aus einem benachbarten Drittstaat zurück. Bei einer Einreise führt er 25 Zigaretten und 0,25 Liter Spirituosen mit mehr als 22 % vol mit. Er legt glaubhaft dar, dass er an diesem Tag nicht bloß grenznah tätig war, sondern sich weit außerhalb des Grenzgebiets aufgehalten hat. Entscheidend ist, ob trotz seines grundsätzlichen Status als Grenzarbeitnehmer die verschärften Mengenbeschränkungen zwingend anzuwenden sind."
VAT-DOM-067,"Ein Unternehmer überlässt möblierte Apartments jeweils für zehn Tage an wechselnde Gäste. Mitüberlassen werden Einbauküchen, Waschmaschinen und gesondert ausgewiesene Stellplätze in der Tiefgarage. Der Unternehmer argumentiert, die Grundstücksvermietung müsse jedenfalls steuerfrei bleiben und nur die Nebenleistungen seien gesondert zu beurteilen. Zu klären ist, ob die kurzfristige Überlassung die Einordnung des Gesamtumsatzes prägt."
VAT-DOM-068,"Ein Unternehmer veräußert ein Fahrzeug, für dessen Erwerb ihm seinerzeit kein Vorsteuerabzug zustand. Während der Nutzungsdauer wurde das Fahrzeug überwiegend für steuerfreie Umsätze verwendet, fallweise jedoch auch für einzelne steuerpflichtige Fahrten im Unternehmensbereich eingesetzt. Der Unternehmer beruft sich darauf, dass die steuerpflichtige Nutzung nur untergeordnet gewesen sei. Zu entscheiden ist, ob eine überwiegende Verwendung genügt."
VAT-DOM-069,"Eine Bank bietet ihren Kunden ein Paket an, das Depotführung, Verwahrung der Wertpapiere, laufende administrative Verwaltung und die Durchführung von Kauf und Verkauf derselben Wertpapiere umfasst. Die Bank macht geltend, es handle sich um einen einheitlichen Finanzumsatz im Zusammenhang mit Wertpapieren. Zu untersuchen ist, welche Bestandteile von der Befreiung erfasst werden und welche nicht."
VAT-DOM-070,"Ein Unternehmer erfüllt die Voraussetzungen der Kleinunternehmerbefreiung zunächst. Im laufenden Kalenderjahr steigt sein maßgeblicher Umsatz über die Grenze hinaus. Die Überschreitung beträgt 9 %. Zusätzlich erzielt er Umsätze, die nach anderen Befreiungstatbeständen des § 6 Abs. 1 steuerfrei sind. Streitpunkt ist, ob die 10 Prozent Toleranz unter Einbeziehung oder unter Ausklammerung dieser anderen steuerfreien Umsätze zu berechnen ist."
VAT-DOM-071,"Ein gemeinnütziger Sportverein erhebt Teilnahmeentgelte für Trainingseinheiten, Wettkampfbetreuung und Nachwuchsförderung. Daneben betreibt derselbe Verein einen kommerziellen Fanshop und veranstaltet gegen Entgelt ein sommerliches Musikfestival ohne sportlichen Inhalt. Der Verein argumentiert, wegen seiner Gemeinnützigkeit müssten sämtliche Tätigkeiten von der Steuerbefreiung erfasst sein. Es ist die Reichweite der sportbezogenen Befreiung abzugrenzen."
VAT-DOM-072,"Ein Unternehmer verkauft Maschinen an einen Abnehmer im Drittland. Vor der Ausfuhr lässt er die Maschinen im Inland noch durch einen Subunternehmer technisch anpassen. Die Maschinen werden danach unmittelbar ausgeführt. Der Subunternehmer meint, seine Bearbeitungsleistung müsse denselben Befreiungsstatus haben wie die anschließende Ausfuhrlieferung. Zu beurteilen ist, ob sich die Steuerfreiheit der Lieferung auf die Vorleistung des Bearbeiters erstreckt."
VAT-DOM-073,"Ein in Österreich ansässiger Vermittler bringt zwei im Drittlandsgebiet ansässige Unternehmen zusammen. Gegenstand ist die Lieferung beweglicher Waren, die ausschließlich im Drittlandsgebiet verbleiben und dort zwischen den Parteien abgewickelt werden. Der Vermittler erhält seine Provision vom Verkäufer. Zu prüfen ist nicht der Ort der Hauptlieferung, sondern ob die bloße Anknüpfung an einen Umsatz im Drittlandsgebiet für die Befreiung der Vermittlungsleistung genügt."
VAT-DOM-074,"Ein Frachtunternehmer befördert Gegenstände vom Hafen zur ersten Empfangsstelle im Mitgliedstaat nach der Einfuhr. Wirtschaftlich besteht ein enger Zusammenhang mit dem Import. Die Kosten der Beförderung werden jedoch im konkreten Fall nicht in die Bemessungsgrundlage der Einfuhr einbezogen. Der Unternehmer beruft sich auf die grenzüberschreitende Natur seiner Leistung. Zu klären ist, ob der wirtschaftliche Zusammenhang allein genügt."
VAT-DOM-075,"Ein Unternehmer erbringt Leistungen an eine ausländische diplomatische Mission und verfügt über umfangreiche Korrespondenz, Bestellunterlagen und Zahlungsnachweise. Eine formelle Bescheinigung über die Voraussetzungen der Steuerbefreiung liegt aber nicht vor. Der Unternehmer hält die materielle Nachweisbarkeit für ausreichend. Zu klären ist, welche Bedeutung dem formellen Nachweis zukommt."
VAT-DOM-076,"Eine freiberufliche Dozentin unterrichtet persönlich an einer privaten Einrichtung, die berufsbildende Lehrgänge anbietet und nach ihrer Zielsetzung mit öffentlichen Schulen vergleichbar ist. Sie stellt ihre Honorare nicht den einzelnen Kursteilnehmern, sondern unmittelbar der Einrichtung in Rechnung. Umstritten ist, ob die persönliche Unterrichtserteilung als Privatlehrerin auch dann begünstigt ist, wenn die Abrechnung institutionell und nicht gegenüber den Schülern erfolgt."
VAT-DOM-077,"Ein Händler vertreibt Damenbinden, Tampons, Menstruationstassen, Kondome, hormonfreie Diaphragmen sowie ein intimbezogenes Lifestyleprodukt ohne Verhütungsfunktion. Der Händler ordnet alle Produkte dem Bereich der Intimgesundheit zu und begehrt für sämtliche Lieferungen dieselbe umsatzsteuerliche Behandlung. Zu bestimmen ist, welche Produktgruppen von der speziellen Befreiung tatsächlich erfasst sind."
VAT-DOM-078,"Eine Körperschaft öffentlichen Rechts veranstaltet wissenschaftliche Fachvorträge, berufsbegleitende Abendkurse und zusätzlich eine populäre Abendgala mit Showcharakter. Die Einnahmen aus Vorträgen und Kursen dienen überwiegend der Kostendeckung; die Gala soll einen Überschuss für spätere Projekte erwirtschaften. Zu entscheiden ist, ob die gesamte Veranstaltungsreihe einheitlich oder getrennt nach ihrem Charakter zu behandeln ist."
VAT-DOM-079,"Ein Träger der Sozialversicherung verrechnet Leistungen an Versicherte, an mitversicherte Angehörige, an zum Ersatz von Fürsorgekosten Verpflichtete und an externe Unternehmen, die für eigene Projekte Gesundheitschecks einkaufen. Der Träger vertritt die Ansicht, seine öffentlich rechtliche Stellung erfasse alle diese Umsätze. Zu prüfen ist, welche Leistungsempfänger von der Befreiung gedeckt sind."
VAT-DOM-080,"Eine Privatklinik erbringt im Rahmen eines einheitlich verrechneten Aufenthaltspakets ärztliche Heilbehandlungen, pflegerische Betreuung, Unterkunft, Verpflegung sowie zusätzlich wählbare Komfortleistungen wie ein Upgrade auf ein Einzelzimmer mit besonderer Ausstattung und tägliche Begleitservices für nicht behandlungsbedürftige Angehörige. Die Klinik vertritt die Auffassung, das gesamte Paket teile zwingend das Schicksal der Heilbehandlung. Zu prüfen ist, ob sämtliche Entgeltbestandteile von der Steuerbefreiung für Krankenbehandlung erfasst sind."
GRESt-AT-001,"Die Holding-GmbH erwirbt 90% der Anteile an einer operativen GmbH. Diese operative GmbH hält wiederum 85% der Anteile an einer Tochter-GmbH, in deren Eigentum sich eine Liegenschaft in Graz befindet. Löst dieser Erwerb Grunderwerbsteuer für das Grundstück der Tochter-GmbH aus?"
GRESt-AT-002,"An einer grundbesitzenden OG sind A, B, C und D zu je 25% beteiligt. Innerhalb von fünf Jahren scheiden A, B und C nacheinander aus und übertragen ihre Anteile an neue, gesellschaftsfremde Investoren. Gesellschafter D bleibt unverändert beteiligt. Entsteht durch diese Bestandsänderung eine Steuerpflicht?"
GRESt-AT-003,Ein Investor kauft 60% der Anteile an einer Immobilien-GmbH. Die GmbH selbst hält zum Zeitpunkt des Kaufs 25% ihrer eigenen Anteile. Ist für die Ermittlung der 75%-Schwelle die Beteiligung am gesamten Stammkapital oder am bereinigten Kapital relevant?
GRESt-AT-004,Ein Unternehmen kauft ein Fabrikgebäude inklusive der fest im Boden verankerten Produktionsmaschinen. Wie wird die Grunderwerbsteuer in Bezug auf die Maschinen berechnet?
GRESt-AT-005,"Ein Ehepaar erwirbt gemeinsam ein Grundstück, um darauf ein Einfamilienhaus als gemeinsamen Hauptwohnsitz zu errichten. Die geplante Wohnnutzfläche beträgt 140 m². Ist dieser Erwerb von der Grunderwerbsteuer befreit?"
GRESt-AT-006,"Nach dem Tod eines Mannes erbt seine eingetragene Partnerin dessen Anteil an der gemeinsamen Eigentumswohnung (120 m² Wohnnutzfläche), in der beide bis zuletzt gelebt haben. Fällt für diesen Erwerb von Todes wegen Grunderwerbsteuer an?"
GRESt-AT-007,"Zwei Miteigentümer einer Liegenschaft (Anteile je 50%) beschließen, das Grundstück real zu teilen. Nach der Teilung erhält jeder ein physisches Teilstück, dessen Wert exakt 50% des Gesamtwertes entspricht. Fällt hierfür Steuer an?"
GRESt-AT-008,Ein 60-jähriger Unternehmer überträgt seinen Gewerbebetrieb unentgeltlich an seine Tochter. Zum Betriebsvermögen gehört eine Betriebsliegenschaft im Wert von 1.200.000 Euro. Welcher Betrag bleibt steuerfrei und welche Bedingung muss die Tochter erfüllen?
GRESt-AT-009,Wann tritt bei einem Erwerbsvorgang der Grundstückswert an die Stelle der Gegenleistung (Kaufpreis) als Bemessungsgrundlage?
GRESt-AT-010,"Ein Käufer erwirbt ein Grundstück, auf dem er sich verpflichtet, innerhalb von zwei Jahren ein Haus durch einen vom Verkäufer bestimmten Generalunternehmer bauen zu lassen (Bauherrenmodell). Worauf wird die Steuer berechnet?"
GRESt-AT-011,Ein Käufer übernimmt beim Kauf eines Hauses eine darauf lastende Hypothek des Verkäufers. Gehört diese Hypothek zur Bemessungsgrundlage der Steuer?
GRESt-AT-012,Ein Vater schenkt seiner Tochter ein Grundstück mit einem Grundstückswert von 450.000 Euro. Wie hoch ist der Steuersatz für diesen Erwerb im Familienverband?
GRESt-AT-013,Ein landwirtschaftlicher Betrieb wird an einen Fremden (nicht Familienkreis) verkauft. Welcher Steuersatz kommt zur Anwendung?
GRESt-AT-014,Wann genau entsteht die Steuerschuld bei einem gewöhnlichen Kaufvertrag über eine Immobilie?
GRESt-AT-015,Ein Käufer und ein Verkäufer schließen einen Kaufvertrag über eine Eigentumswohnung ab. Wer ist gegenüber dem Finanzamt für die Zahlung der Grunderwerbsteuer verantwortlich?
GRESt-AT-016,Ein Kaufvertrag über ein Grundstück wird ein Jahr nach Abschluss im beiderseitigen Einvernehmen wieder aufgehoben. Kann die bereits gezahlte Grunderwerbsteuer zurückgefordert werden?
GRESt-AT-017,Binnen welcher Frist muss ein steuerpflichtiger Erwerbsvorgang dem Finanzamt angezeigt werden?
GRESt-AT-018,Ein Grundstück wird im Rahmen einer Zwangsversteigerung erworben. Was bildet hier die Bemessungsgrundlage für die Grunderwerbsteuer?
GRESt-AT-019,"Eine Mutter möchte ihrem Sohn ein unbebautes Grundstück in Niederösterreich schenken. Der offiziell berechnete Grundstückswert für diese Liegenschaft beträgt 350.000 Euro. Da es sich um eine reine Schenkung innerhalb der Familie handelt, fließt keine Gegenleistung (kein Kaufpreis). Wie hoch ist die Grunderwerbsteuer, die für diesen Erwerbsvorgang an das Finanzamt abgeführt werden muss?"
GRESt-AT-020,Ein Grundstückseigentümer räumt einem Dritten ein Baurecht für 50 Jahre ein. Der Baurechtberechtigte zahlt dafür einen monatlichen Bauzins. Wie wird die Grunderwerbsteuer für die Einräumung dieses Baurechtes bemessen?
GRESt-AT-021,Unterliegt die Abtretung der Rechte aus einem verbindlichen Kaufanbot für ein Grundstück der Grunderwerbsteuer?
GRESt-AT-022,"Ein Investor kauft über die Wiener Börse 80% der Aktien einer börsennotierten AG, die inländischen Grundbesitz hat. Löst dieser Aktienkauf Grunderwerbsteuer für die Grundstücke der AG aus?"
GRESt-AT-023,Eine Person hält 80% der Anteile an einer grundstücksbesitzenden GmbH treuhändig für einen Dritten (Treugeber). Wem werden diese Anteile für die Beurteilung der grunderwerbsteuerpflichtigen Anteilsvereinigung zuzurechnen?
GRESt-AT-024,Ein Unternehmen errichtet auf einem gepachteten fremden Grundstück eine Halle (Gebäude auf fremdem Boden). Wird dieses Gebäude grunderwerbsteuerlich wie ein Grundstück behandelt?
GRESt-AT-025,Jemand kauft ein kleines Stück ungenutztes Land um 900 Euro. Fällt für diesen Kauf Grunderwerbsteuer an?
GRESt-AT-026,"Welche voraussetzungen bezüglich Alter oder Gesundheit muss ein Übergeber erfüllen, damit die Freibetragsregelung (bis zu 900.000 Euro) bei der unentgeltlichen Übergabe eines Betriebes unter Lebenden zur Anwendung kommt?"
GRESt-AT-027,Eine anerkannte Organisation erhält ein Grundstück geschenkt. Ist dieser Vorgang grunderwerbsteuerpflichtig?
GRESt-AT-028,"Ein ausländischer Staat kauft ein Grundstück in Wien, um dort seine neue Botschaft (ausländische Vertretungsbehörde) zu errichten. Fällt Grunderwerbsteuer an?"
GRESt-AT-029,Wie wird bei einem Liegenschaftstauschvertrag die Grunderwerbsteuer berechnet?
GRESt-AT-030,"Ein Grundstück wird teilweise enteignet. Der Eigentümer erhält eine Entschädigung für die abgetretene Fläche und eine zusätzliche Entschädigung, weil der verbleibende Rest des Grundstücks an Wert verliert. Zählt die Entschädigung für die Wertminderung zur Bemessungsgrundlage?"
GRESt-AT-031,"Person A möchte ein Grundstück kaufen, aber Person B hat ein Vorkaufsrecht. Person A zahlt Person B 10.000 Euro, damit B auf dieses Recht verzichtet. Zählt diese Zahlung zur Bemessungsgrundlage der Grunderwerbsteuer?"
GRESt-AT-032,Wird die vom Käufer zu zahlende Grunderwerbsteuer selbst auch noch Teil der Bemessungsgrundlage (Gegenleistung)?
GRESt-AT-033,Welcher Wert ist bei der unentgeltlichen Übertragung eines land- und forstwirtschaftlichen Grundstücks als Wert des Grundstückes heranzuziehen?
GRESt-AT-034,"Wie kann ein Steuerschuldner nachweisen, dass der tatsächliche Wert eines Grundstückes geringer ist als der pauschal berechnete Grundstückswert nach der Verordnung?"
GRESt-AT-035,Bis zu welchem Prozentsatz einer Gegenleistung im Verhältnis zum Grundstückswert gilt ein Erwerbsvorgang im Sinne des GrEStG als unentgeltlich?
GRESt-AT-036,Eine privatrechtliche Stiftung erwirbt ein Grundstück unentgeltlich. Es fällt keine Stiftungseingangssteuer an. Gibt es in diesem Fall einen Zuschlag zur Grunderwerbsteuer?
GRESt-AT-037,Kann die Grunderwerbsteuer bei einer unentgeltlichen Grundstücksübertragung (Schenkung) in Raten gezahlt werden?
GRESt-AT-038,Ein Erbe wird unter Vorlage eines gültigen Europäischen Nachlasszeugnisses abgewickelt. Bis wann muss die Abgabenerklärung beim Finanzamt eingereicht werden?
GRESt-AT-039,Welche Aufbewahrungsfrist gilt für Rechtsanwälte und Notare für die im Rahmen der Selbstberechnung erstellten Unterlagen und Urkunden?
GRESt-AT-040,Der Kaufpreis eines Grundstückes wird zwei Jahre nach Vertragsabschluss wegen Mängeln (gemäß ABGB) herabgesetzt. Kann die Grunderwerbsteuer ebenfalls reduziert werden?
GRESt-AT-041,"Drei verschiedene GmbHs (Alpha, Beta, Gamma) erwerben jeweils 30%, 28% und 17% der Anteile an einer grundbesitzenden Immobilien-GmbH in Wien. Keine der drei Gesellschaften erreicht einzeln die 75%-Schwelle. Alle drei GmbHs werden jedoch zu 100% von derselben natürlichen Person (Herr Müller) gehalten und kontrolliert. Liegt eine steuerpflichtige Anteilsvereinigung vor?"
GRESt-AT-042,"Ein Investor kauft drei separate Grundstücke, die jeweils im Grundbuch auf drei verschiedene Einlagezahlen eingetragen sind. Die drei Grundstücke liegen direkt nebeneinander und bilden zusammen ein geschlossenes Hotelgelände. Das Hotel wird als Einheit betrieben. Der Verkäufer verlangt, dass für jedes Grundstück ein separater Kaufvertrag zu unterschiedlichen Zeitpunkten abgeschlossen wird, um die Grunderwerbsteuer auf drei verschiedene Erwerbsvorgänge aufzuteilen. Ist diese Aufteilung steuerlich zulässig?"
GRESt-AT-043,"Ein Unternehmer überträgt seinen Gewerbebetrieb (Wert: 1 Mio. Euro) mit Betriebsliegenschaft an seine Tochter. Sie zahlt 400.000 Euro, den Rest erhält sie geschenkt. Wie viel bleibt steuerfrei?"
GRESt-AT-044,Ein Vater verkauft seiner Tochter ein Grundstück um 250.000 Euro. Der Grundstückswert beträgt aber 400.000 Euro. Von welchem Betrag wird die Steuer berechnet?
GRESt-AT-045,Eine Käuferin erwirbt ein Haus um 500.000 Euro. Sie übernimmt zusätzlich eine Hypothek von 120.000 Euro und zahlt dem Mieter 30.000 Euro für den Vorkaufsrechtsverzicht. Wie hoch ist die Gegenleistung?
GRESt-AT-046,"Ein Käufer erwirbt ein älteres Einfamilienhaus in Linz. Nach der Grundstückswertverordnung wird der Grundstückswert mit 380.000 Euro ermittelt. Der Käufer ist jedoch der Meinung, dass das Haus aufgrund versteckter Mängel und erheblichem Sanierungsbedarf deutlich weniger wert ist. Er lässt ein Gutachten von einem allgemein beeideten und gerichtlich zertifizierten Immobiliensachverständigen erstellen, das einen gemeinen Wert von 290.000 Euro feststellt. Kann er diesen niedrigeren Wert für die Berechnung der Grunderwerbsteuer geltend machen?"
GRESt-AT-047,"Wie hoch sind die Steuersätze bei einem unentgeltlichen Erwerb eines Grundstücks (z.B. Schenkung), und ab welchen Wertgrenzen kommen die einzelnen Steuersätze zur Anwendung?"
GRESt-AT-048,"Ein Käufer und ein Verkäufer unterzeichnen am 15. März 2025 einen Kaufvertrag über ein Grundstück. Der Vertrag enthält jedoch die aufschiebende Bedingung, dass der Käufer bis 30. Juni 2025 eine Baugenehmigung für sein geplantes Projekt erhält. Die Baugenehmigung wird am 20. Mai 2025 erteilt. Wann entsteht die Grunderwerbsteuerschuld?"
GRESt-AT-049,Bei einer GmbH mit vier Gesellschaftern (je 25%) scheiden drei aus. Innerhalb von 5 Jahren gehen 75% der Anteile auf neue Personen über. Wer ist Steuerschuldner?
GRESt-AT-050,Ein Kaufvertrag über ein Grundstück wird am 12. April 2025 rechtswirksam abgeschlossen. Bis wann muss der Erwerbsvorgang dem Finanzamt Österreich mit einer Abgabenerklärung angezeigt werden?
GRESt-AT-051,Wer darf in Österreich die Grunderwerbsteuer selbst berechnen? Und innerhalb welcher Frist muss diese Selbstberechnung erfolgen?
GRESt-AT-052,"Ein Notar hat für einen Grundstückskauf die Grunderwerbsteuer im Rahmen der Selbstberechnung ermittelt. Gegenüber welcher Behörde oder Institution muss der Notar die Selbstberechnungserklärung abgeben, und in welcher Form hat dies zu erfolgen?"
GRESt-AT-053,Eine Anwältin berechnet am 8. März 2025 die Grunderwerbsteuer selbst. Bis wann muss sie die Anmeldung einreichen und die Steuer zahlen? Wer haftet?
GRESt-AT-054,"Wie lange müssen Rechtsanwälte und Notare die im Rahmen der Selbstberechnung erstellten Unterlagen aufbewahren, und unter welchen Umständen entfällt diese Aufbewahrungspflicht?"
GRESt-AT-055,"Welche Behörde muss dem Finanzamt melden, wenn jemand mindestens 75% der Stimmrechte an einer börsennotierten Gesellschaft erwirbt?"
GRESt-AT-056,Ein Kaufvertrag wird zwei Jahre nach Abschluss einvernehmlich rückgängig gemacht. Kann die bereits bezahlte Grunderwerbsteuer zurückgefordert werden?
GRESt-AT-057,Welche wesentliche Änderung bei der Anteilsvereinigung tritt mit 1. Juli 2025 in Kraft? Und welche alte Bestimmung tritt gleichzeitig außer Kraft?
GRESt-AT-058,Ein Investor hält am 30. Juni 2025 bereits 80% der Anteile an einer grundbesitzenden GmbH. Am 15. August 2025 erwirbt er weitere 5% der Anteile. Löst dieser Erwerb Grunderwerbsteuer aus?
GRESt-AT-059,Ab wann treten die geänderten Selbstberechnungsregeln (BGBl. I Nr. 97/2025) in Kraft?
GRESt-AT-060,"Ein deutscher Staatsbürger erbt ein Grundstück in Österreich. Das Nachlassverfahren läuft in Deutschland, und am 10. März 2025 wird ein Europäisches Nachlasszeugnis ausgestellt. Bis wann muss die Abgabenerklärung in Österreich eingereicht werden?"
GRESt-AT-061,"Ein 85-jähriger Hauseigentümer, gedenkt sein Grundstück samt Haus an seinen einzigen Sohn zu veräußern. Das Kaufanbot liegt bereits vor, jedoch lebt der Hauseigentümer vor Unterzeichnung des Vertrages ab. Hat der 85-jährige Hauseigentümer stets die Grunderwerbsteuer abzuführen?"
GRESt-AT-062,"Ein Landwirt in Oberösterreich ist Eigentümer eines Bauernhofes mit einem Hofhaus inklusive einem Abstellplatz für landwirtschaftliche Maschinen. Zudem ist der Landwirt Eigentümer von zehn Hektar Agrarflächen. Das Land Oberösterreich hat entschieden eine neue Landstraße durch die Agrarflächen des Landwirten zu bauen. Aufgrund der drohenden Enteignung durch das Land Oberösterreich möchte der Landwirt seine Agrarflächen veräußern; dies jedoch 80% unter dem marktüblichen Wert. Außerdem möchte der Landwirt das Hofhaus seinem einzigen Sohn veräußern. Aufgrund der drohenden Enteignung, verliert das Hofhaus an Wert aufgrund der Nutzlosigkeit des Abstellplatzes. Wie ist die Grunderwerbssteuer abzuführen?"
GRESt-AT-063,Ein Grundstück wird unentgeltlich an den Ehemann der Eigentümerin vermacht. Wie ist die Rechtslage?
GRESt-AT-064,"Ein Superädifikat, also ein Gebäude auf fremdem Boden, wird an einen neuen Erwerber übertragen. Gilt ein solches Gebäude nach dem GrEStG als Grundstück?"
GRESt-AT-065,Drei Miteigentümer teilen ein bisher gemeinsames Grundstück flächenmäßig genau entsprechend ihren bisherigen Bruchteilen auf. Ist insoweit Grunderwerbsteuer zu erheben?
GRESt-AT-066,"Im Verlassenschaftsverfahren wird zur Erfüllung eines Pflichtteilsanspruches vor Beendigung des Verfahrens vereinbart, dass statt Geld ein Grundstück übertragen wird. Gilt dieser Erwerb als unentgeltlich?"
GRESt-AT-067,Bei einer Zwangsversteigerung erhält der Meistbieter den Zuschlag für ein Grundstück. Wer ist grunderwerbsteuerrechtlich Steuerschuldner?
